,Ticker Symbol,Years,Period Ending,Total Revenue,Cost of Goods Sold,"Sales, General and Admin.",Research and Development,Other Operating Items,GICS Sector,GICS Sub Industry,Total Revenue_sum,Cost of Goods Sold_sum,"Sales, General and Admin._sum",Other Operating Items_sum,Research and Development_sum
201,BDX,Year 4,2016-09-30,12,6.0,3.005,0.828,,Health Care,Health Care Equipment,38,18.0,10.135,0.0,2.504
202,BHI,Year 1,2013-12-31,22,18.0,1.306,0.556,,Energy,Oil & Gas Equipment & Services,70,60.0,4.423,0.0,2.019
203,BHI,Year 2,2014-12-31,24,19.0,1.333,0.613,,Energy,Oil & Gas Equipment & Services,70,60.0,4.423,0.0,2.019
204,BHI,Year 3,2015-12-31,15,14.0,0.969,0.466,,Energy,Oil & Gas Equipment & Services,70,60.0,4.423,0.0,2.019
205,BHI,Year 4,2016-12-31,9,9.0,0.815,0.384,,Energy,Oil & Gas Equipment & Services,70,60.0,4.423,0.0,2.019
206,BIIB,Year 1,2013-12-31,6,0.0,1.797,1.4441,0.3429,Health Care,Biotechnology,36,3.0,8.1069,1.6009,7.3236
207,BIIB,Year 2,2014-12-31,9,1.0,2.1934,1.8934,0.4898,Health Care,Biotechnology,36,3.0,8.1069,1.6009,7.3236
208,BIIB,Year 3,2015-12-31,10,1.0,2.1436,2.0128,0.3826,Health Care,Biotechnology,36,3.0,8.1069,1.6009,7.3236
209,BIIB,Year 4,2016-12-31,11,1.0,1.9729,1.9733,0.3856,Health Care,Biotechnology,36,3.0,8.1069,1.6009,7.3236
210,BLL,Year 1,2012-12-31,8,7.0,0.4883,,0.2829,Materials,Metal & Glass Containers,31,25.0,2.1787,1.1492,0.0
211,BLL,Year 2,2013-12-31,8,6.0,0.4974,,0.2999,Materials,Metal & Glass Containers,31,25.0,2.1787,1.1492,0.0
212,BLL,Year 3,2014-12-31,8,6.0,0.547,,0.2809,Materials,Metal & Glass Containers,31,25.0,2.1787,1.1492,0.0
213,BLL,Year 4,2015-12-31,7,6.0,0.646,,0.2855,Materials,Metal & Glass Containers,31,25.0,2.1787,1.1492,0.0
214,BMY,Year 1,2012-12-31,17,4.0,5.017,3.904,,Health Care,Health Care Distributors,64,14.0,19.619,0.0,18.089
215,BMY,Year 2,2013-12-31,16,4.0,4.939,3.731,,Health Care,Health Care Distributors,64,14.0,19.619,0.0,18.089
216,BMY,Year 3,2014-12-31,15,3.0,4.822,4.534,,Health Care,Health Care Distributors,64,14.0,19.619,0.0,18.089
217,BMY,Year 4,2015-12-31,16,3.0,4.841,5.92,,Health Care,Health Care Distributors,64,14.0,19.619,0.0,18.089
218,BSX,Year 1,2012-12-31,7,2.0,2.529,0.886,0.395,Health Care,Health Care Equipment,28,8.0,11.02,1.738,3.44
219,BSX,Year 2,2013-12-31,7,2.0,2.678,0.861,0.41,Health Care,Health Care Equipment,28,8.0,11.02,1.738,3.44
220,BSX,Year 3,2014-12-31,7,2.0,2.817,0.817,0.438,Health Care,Health Care Equipment,28,8.0,11.02,1.738,3.44
221,BSX,Year 4,2015-12-31,7,2.0,2.996,0.876,0.495,Health Care,Health Care Equipment,28,8.0,11.02,1.738,3.44
222,BWA,Year 1,2013-12-31,7,5.0,0.7023,,,Consumer Discretionary,Auto Parts & Equipment,32,24.0,3.9656000000000002,0.0,0.0
223,BWA,Year 2,2014-12-31,8,6.0,0.7927,,,Consumer Discretionary,Auto Parts & Equipment,32,24.0,3.9656000000000002,0.0,0.0
224,BWA,Year 3,2015-12-31,8,6.0,0.7634,,,Consumer Discretionary,Auto Parts & Equipment,32,24.0,3.9656000000000002,0.0,0.0
225,BWA,Year 4,2016-12-31,9,7.0,1.7072,,,Consumer Discretionary,Auto Parts & Equipment,32,24.0,3.9656000000000002,0.0,0.0
226,BXP,Year 1,2012-12-31,1,0.0,0.093782,,0.445875,Real Estate,REITs,7,0.0,0.41051,2.274627,0.0
227,BXP,Year 2,2013-12-31,2,0.0,0.117073,,0.560637,Real Estate,REITs,7,0.0,0.41051,2.274627,0.0
228,BXP,Year 3,2014-12-31,2,0.0,0.102077,,0.628573,Real Estate,REITs,7,0.0,0.41051,2.274627,0.0
229,BXP,Year 4,2015-12-31,2,0.0,0.097578,,0.639542,Real Estate,REITs,7,0.0,0.41051,2.274627,0.0
230,CAG,Year 1,2013-05-26,13,10.0,2.0659,,,Consumer Staples,Packaged Foods & Meats,46,35.0,7.5995,0.0,0.0
231,CAG,Year 2,2014-05-25,11,8.0,1.7789,,,Consumer Staples,Packaged Foods & Meats,46,35.0,7.5995,0.0,0.0
232,CAG,Year 3,2015-05-31,11,9.0,1.5453,,,Consumer Staples,Packaged Foods & Meats,46,35.0,7.5995,0.0,0.0
233,CAG,Year 4,2016-05-29,11,8.0,2.2094,,,Consumer Staples,Packaged Foods & Meats,46,35.0,7.5995,0.0,0.0
234,CAH,Year 1,2013-06-30,101,96.0,2.875,,0.158,Health Care,Health Care Distributors,415,392.0,12.791,1.121,0.0
235,CAH,Year 2,2014-06-30,91,85.0,3.028,,0.223,Health Care,Health Care Distributors,415,392.0,12.791,1.121,0.0
236,CAH,Year 3,2015-06-30,102,96.0,3.24,,0.281,Health Care,Health Care Distributors,415,392.0,12.791,1.121,0.0
237,CAH,Year 4,2016-06-30,121,115.0,3.648,,0.459,Health Care,Health Care Distributors,415,392.0,12.791,1.121,0.0
238,CAT,Year 1,2013-12-31,55,41.0,6.528,2.046,,Industrials,Construction & Farm Machinery & Heavy Trucks,195,144.0,28.238,0.0,8.496
239,CAT,Year 2,2014-12-31,55,41.0,8.148,2.38,,Industrials,Construction & Farm Machinery & Heavy Trucks,195,144.0,28.238,0.0,8.496
240,CAT,Year 3,2015-12-31,47,34.0,6.974,2.119,,Industrials,Construction & Farm Machinery & Heavy Trucks,195,144.0,28.238,0.0,8.496
241,CAT,Year 4,2016-12-31,38,28.0,6.588,1.951,,Industrials,Construction & Farm Machinery & Heavy Trucks,195,144.0,28.238,0.0,8.496
242,CB,Year 1,2012-12-31,17,12.0,2.096,,-0.006,Financials,Property & Casualty Insurance,73,49.0,8.822,0.046999999999999986,0.0
243,CB,Year 2,2013-12-31,19,12.0,2.211,,0.015,Financials,Property & Casualty Insurance,73,49.0,8.822,0.046999999999999986,0.0
244,CB,Year 3,2014-12-31,19,13.0,2.245,,-0.082,Financials,Property & Casualty Insurance,73,49.0,8.822,0.046999999999999986,0.0
245,CB,Year 4,2015-12-31,18,12.0,2.27,,0.12,Financials,Property & Casualty Insurance,73,49.0,8.822,0.046999999999999986,0.0
246,CBG,Year 1,2012-12-31,6,5.0,,,0.169645,Real Estate,Real Estate Services,32,28.0,0.0,0.939232,0.0
247,CBG,Year 2,2013-12-31,7,6.0,,,0.19039,Real Estate,Real Estate Services,32,28.0,0.0,0.939232,0.0
248,CBG,Year 3,2014-12-31,9,8.0,,,0.265101,Real Estate,Real Estate Services,32,28.0,0.0,0.939232,0.0
249,CBG,Year 4,2015-12-31,10,9.0,,,0.314096,Real Estate,Real Estate Services,32,28.0,0.0,0.939232,0.0
250,CCI,Year 1,2012-12-31,2,0.0,0.212572,,0.622592,Real Estate,REITs,10,2.0,0.994308,3.3858930000000003,0.0
251,CCI,Year 2,2013-12-31,2,0.0,0.213519,,0.741342,Real Estate,REITs,10,2.0,0.994308,3.3858930000000003,0.0
252,CCI,Year 3,2014-12-31,3,1.0,0.257296,,0.985781,Real Estate,REITs,10,2.0,0.994308,3.3858930000000003,0.0
253,CCI,Year 4,2015-12-31,3,1.0,0.310921,,1.036178,Real Estate,REITs,10,2.0,0.994308,3.3858930000000003,0.0
254,CCL,Year 1,2013-11-30,15,10.0,1.879,,1.59,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",61,38.0,8.197,6.591,0.0
255,CCL,Year 2,2014-11-30,15,10.0,2.054,,1.637,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",61,38.0,8.197,6.591,0.0
256,CCL,Year 3,2015-11-30,15,9.0,2.067,,1.626,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",61,38.0,8.197,6.591,0.0
257,CCL,Year 4,2016-11-30,16,9.0,2.197,,1.738,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",61,38.0,8.197,6.591,0.0
258,CELG,Year 1,2013-12-31,6,0.0,1.6845,2.2262,0.2628,Health Care,Biotechnology,33,0.0,8.6755,1.2591,12.824200000000001
259,CELG,Year 2,2014-12-31,7,0.0,2.0279,2.4306,0.2583,Health Care,Biotechnology,33,0.0,8.6755,1.2591,12.824200000000001
260,CELG,Year 3,2015-12-31,9,0.0,2.3054,3.6973,0.279,Health Care,Biotechnology,33,0.0,8.6755,1.2591,12.824200000000001
261,CELG,Year 4,2016-12-31,11,0.0,2.6577,4.4701,0.459,Health Care,Biotechnology,33,0.0,8.6755,1.2591,12.824200000000001
262,CERN,Year 1,2013-12-28,2,0.0,1.468434,0.338786,0.012794,Health Care,Health Care Technology,13,0.0,7.823798999999999,0.208343,1.822808
263,CERN,Year 2,2015-01-03,3,0.0,1.628961,0.392805,0.013476,Health Care,Health Care Technology,13,0.0,7.823798999999999,0.208343,1.822808
264,CERN,Year 3,2016-01-02,4,0.0,2.262024,0.539799,0.091527,Health Care,Health Care Technology,13,0.0,7.823798999999999,0.208343,1.822808
265,CERN,Year 4,2016-12-31,4,0.0,2.46438,0.551418,0.090546,Health Care,Health Care Technology,13,0.0,7.823798999999999,0.208343,1.822808
266,CF,Year 1,2012-12-31,6,2.0,0.2009,,,Materials,Fertilizers & Agricultural Chemicals,19,8.0,0.8753,0.0,0.0
267,CF,Year 2,2013-12-31,5,2.0,0.1502,,,Materials,Fertilizers & Agricultural Chemicals,19,8.0,0.8753,0.0,0.0
268,CF,Year 3,2014-12-31,4,2.0,0.2052,,,Materials,Fertilizers & Agricultural Chemicals,19,8.0,0.8753,0.0,0.0
269,CF,Year 4,2015-12-31,4,2.0,0.319,,,Materials,Fertilizers & Agricultural Chemicals,19,8.0,0.8753,0.0,0.0
270,CFG,Year 1,2012-12-31,5,0.0,3.38,,0.49,Financials,Regional Banks,20,0.0,12.882,1.983,0.0
271,CFG,Year 2,2013-12-31,5,0.0,3.142,,0.581,Financials,Regional Banks,20,0.0,12.882,1.983,0.0
272,CFG,Year 3,2014-12-31,5,0.0,3.247,,0.464,Financials,Regional Banks,20,0.0,12.882,1.983,0.0
273,CFG,Year 4,2015-12-31,5,0.0,3.113,,0.448,Financials,Regional Banks,20,0.0,12.882,1.983,0.0
274,CHD,Year 1,2012-12-31,2,1.0,0.7463,,,Consumer Staples,Household Products,11,4.0,3.2114,0.0,0.0
275,CHD,Year 2,2013-12-31,3,1.0,0.8158,,,Consumer Staples,Household Products,11,4.0,3.2114,0.0,0.0
276,CHD,Year 3,2014-12-31,3,1.0,0.8117,,,Consumer Staples,Household Products,11,4.0,3.2114,0.0,0.0
277,CHD,Year 4,2015-12-31,3,1.0,0.8376,,,Consumer Staples,Household Products,11,4.0,3.2114,0.0,0.0
278,CHK,Year 1,2012-12-31,12,7.0,0.723,,2.811,Energy,Integrated Oil & Gas,66,45.0,2.297,10.858,0.0
279,CHK,Year 2,2013-12-31,19,12.0,0.686,,2.903,Energy,Integrated Oil & Gas,66,45.0,2.297,10.858,0.0
280,CHK,Year 3,2014-12-31,23,16.0,0.554,,2.915,Energy,Integrated Oil & Gas,66,45.0,2.297,10.858,0.0
281,CHK,Year 4,2015-12-31,12,10.0,0.334,,2.229,Energy,Integrated Oil & Gas,66,45.0,2.297,10.858,0.0
282,CHRW,Year 1,2012-12-31,11,9.0,1.042251,,,Industrials,Air Freight & Logistics,49,41.0,4.8651,0.0,0.0
283,CHRW,Year 2,2013-12-31,12,10.0,1.153445,,,Industrials,Air Freight & Logistics,49,41.0,4.8651,0.0,0.0
284,CHRW,Year 3,2014-12-31,13,11.0,1.259234,,,Industrials,Air Freight & Logistics,49,41.0,4.8651,0.0,0.0
285,CHRW,Year 4,2015-12-31,13,11.0,1.41017,,,Industrials,Air Freight & Logistics,49,41.0,4.8651,0.0,0.0
286,CHTR,Year 1,2013-12-31,8,5.0,0.047,,1.854,Consumer Discretionary,Cable & Satellite,55,34.0,0.284,12.988,0.0
287,CHTR,Year 2,2014-12-31,9,5.0,0.062,,2.102,Consumer Discretionary,Cable & Satellite,55,34.0,0.284,12.988,0.0
288,CHTR,Year 3,2015-12-31,9,6.0,0.089,,2.125,Consumer Discretionary,Cable & Satellite,55,34.0,0.284,12.988,0.0
289,CHTR,Year 4,2016-12-31,29,18.0,0.086,,6.907,Consumer Discretionary,Cable & Satellite,55,34.0,0.284,12.988,0.0
290,CI,Year 1,2012-12-31,29,17.0,,,8.742,Health Care,Managed Health Care,132,81.0,0.0,39.616,0.0
291,CI,Year 2,2013-12-31,32,20.0,,,9.339,Health Care,Managed Health Care,132,81.0,0.0,39.616,0.0
292,CI,Year 3,2014-12-31,34,21.0,,,10.276,Health Care,Managed Health Care,132,81.0,0.0,39.616,0.0
293,CI,Year 4,2015-12-31,37,23.0,,,11.259,Health Care,Managed Health Care,132,81.0,0.0,39.616,0.0
294,CINF,Year 1,2012-12-31,4,3.0,,,0.014,Financials,Property & Casualty Insurance,17,14.0,0.0,0.056,0.0
295,CINF,Year 2,2013-12-31,4,3.0,,,0.015,Financials,Property & Casualty Insurance,17,14.0,0.0,0.056,0.0
296,CINF,Year 3,2014-12-31,4,4.0,,,0.014,Financials,Property & Casualty Insurance,17,14.0,0.0,0.056,0.0
297,CINF,Year 4,2015-12-31,5,4.0,,,0.013,Financials,Property & Casualty Insurance,17,14.0,0.0,0.056,0.0
298,CL,Year 1,2012-12-31,17,7.0,6.043,,,Consumer Staples,Household Products,67,27.0,25.85,0.0,0.0
299,CL,Year 2,2013-12-31,17,7.0,6.645,,,Consumer Staples,Household Products,67,27.0,25.85,0.0,0.0
300,CL,Year 3,2014-12-31,17,7.0,6.552,,,Consumer Staples,Household Products,67,27.0,25.85,0.0,0.0
301,CL,Year 4,2015-12-31,16,6.0,6.61,,,Consumer Staples,Household Products,67,27.0,25.85,0.0,0.0
302,CLX,Year 1,2013-06-30,5,3.0,1.291,0.13,,Consumer Staples,Household Products,20,12.0,5.259,0.0,0.532
303,CLX,Year 2,2014-06-30,5,3.0,1.254,0.125,,Consumer Staples,Household Products,20,12.0,5.259,0.0,0.532
304,CLX,Year 3,2015-06-30,5,3.0,1.321,0.136,,Consumer Staples,Household Products,20,12.0,5.259,0.0,0.532
305,CLX,Year 4,2016-06-30,5,3.0,1.393,0.141,,Consumer Staples,Household Products,20,12.0,5.259,0.0,0.532
306,CMA,Year 1,2013-12-31,2,0.0,1.67,,0.046,Financials,Regional Banks,8,0.0,6.976,0.46799999999999997,0.0
307,CMA,Year 2,2014-12-31,2,0.0,1.611,,0.027,Financials,Regional Banks,8,0.0,6.976,0.46799999999999997,0.0
308,CMA,Year 3,2015-12-31,2,0.0,1.859,,0.147,Financials,Regional Banks,8,0.0,6.976,0.46799999999999997,0.0
309,CMA,Year 4,2016-12-31,2,0.0,1.836,,0.248,Financials,Regional Banks,8,0.0,6.976,0.46799999999999997,0.0
310,CMG,Year 1,2013-12-31,3,2.0,0.203733,,0.096054,Consumer Discretionary,Restaurants,14,10.0,1.004084,0.483264,0.0
311,CMG,Year 2,2014-12-31,4,2.0,0.273897,,0.110474,Consumer Discretionary,Restaurants,14,10.0,1.004084,0.483264,0.0
312,CMG,Year 3,2015-12-31,4,3.0,0.250214,,0.130368,Consumer Discretionary,Restaurants,14,10.0,1.004084,0.483264,0.0
313,CMG,Year 4,2016-12-31,3,3.0,0.27624,,0.146368,Consumer Discretionary,Restaurants,14,10.0,1.004084,0.483264,0.0
314,CMI,Year 1,2013-12-31,17,13.0,1.827,0.713,,Industrials,Industrial Machinery,72,54.0,8.297,0.0,2.838
315,CMI,Year 2,2014-12-31,19,14.0,2.112,0.754,,Industrials,Industrial Machinery,72,54.0,8.297,0.0,2.838
316,CMI,Year 3,2015-12-31,19,14.0,2.169,0.735,,Industrials,Industrial Machinery,72,54.0,8.297,0.0,2.838
317,CMI,Year 4,2016-12-31,17,13.0,2.189,0.636,,Industrials,Industrial Machinery,72,54.0,8.297,0.0,2.838
318,CMS,Year 1,2013-12-31,6,4.0,0.234,,0.628,Utilities,MultiUtilities,25,17.0,1.029,2.874,0.0
319,CMS,Year 2,2014-12-31,7,5.0,0.252,,0.685,Utilities,MultiUtilities,25,17.0,1.029,2.874,0.0
320,CMS,Year 3,2015-12-31,6,4.0,0.262,,0.75,Utilities,MultiUtilities,25,17.0,1.029,2.874,0.0
321,CMS,Year 4,2016-12-31,6,4.0,0.281,,0.811,Utilities,MultiUtilities,25,17.0,1.029,2.874,0.0
322,CNC,Year 1,2012-12-31,8,6.0,1.105,,0.088,Health Care,Managed Health Care,56,43.0,7.3580000000000005,3.657,0.0
323,CNC,Year 2,2013-12-31,10,8.0,1.264,,0.327,Health Care,Managed Health Care,56,43.0,7.3580000000000005,3.657,0.0
324,CNC,Year 3,2014-12-31,16,12.0,2.012,,1.406,Health Care,Managed Health Care,56,43.0,7.3580000000000005,3.657,0.0
325,CNC,Year 4,2015-12-31,22,17.0,2.977,,1.836,Health Care,Managed Health Care,56,43.0,7.3580000000000005,3.657,0.0
326,CNP,Year 1,2012-12-31,7,4.0,0.365,,1.05,Utilities,MultiUtilities,31,20.0,1.514,3.987,0.0
327,CNP,Year 2,2013-12-31,8,5.0,0.387,,0.954,Utilities,MultiUtilities,31,20.0,1.514,3.987,0.0
328,CNP,Year 3,2014-12-31,9,6.0,0.388,,1.013,Utilities,MultiUtilities,31,20.0,1.514,3.987,0.0
329,CNP,Year 4,2015-12-31,7,5.0,0.374,,0.97,Utilities,MultiUtilities,31,20.0,1.514,3.987,0.0
330,COF,Year 1,2012-12-31,23,1.0,11.188,,5.024,Financials,Consumer Finance,95,4.0,47.084,18.187,0.0
331,COF,Year 2,2013-12-31,24,1.0,11.682,,4.124,Financials,Consumer Finance,95,4.0,47.084,18.187,0.0
332,COF,Year 3,2014-12-31,23,1.0,11.648,,4.073,Financials,Consumer Finance,95,4.0,47.084,18.187,0.0
333,COF,Year 4,2015-12-31,25,1.0,12.566,,4.966,Financials,Consumer Finance,95,4.0,47.084,18.187,0.0
334,COG,Year 1,2012-12-31,1,0.0,0.170113,,0.451405,Energy,Oil & Gas Exploration & Production,5,0.0,0.559619,2.357428,0.0
335,COG,Year 2,2013-12-31,1,0.0,0.147651,,0.651052,Energy,Oil & Gas Exploration & Production,5,0.0,0.559619,2.357428,0.0
336,COG,Year 3,2014-12-31,2,0.0,0.129602,,0.63276,Energy,Oil & Gas Exploration & Production,5,0.0,0.559619,2.357428,0.0
337,COG,Year 4,2015-12-31,1,0.0,0.112253,,0.622211,Energy,Oil & Gas Exploration & Production,5,0.0,0.559619,2.357428,0.0
338,COL,Year 1,2013-09-30,4,3.0,0.495,,,Industrials,Industrial Conglomerates,18,12.0,2.333,0.0,0.0
339,COL,Year 2,2014-09-30,4,3.0,0.594,,,Industrials,Industrial Conglomerates,18,12.0,2.333,0.0,0.0
340,COL,Year 3,2015-09-30,5,3.0,0.606,,,Industrials,Industrial Conglomerates,18,12.0,2.333,0.0,0.0
341,COL,Year 4,2016-09-30,5,3.0,0.638,,,Industrials,Industrial Conglomerates,18,12.0,2.333,0.0,0.0
342,COO,Year 1,2013-10-31,1,0.0,0.610735,0.058827,0.030239,Health Care,Health Care Supplies,4,0.0,2.729191,0.178198,0.260086
343,COO,Year 2,2014-10-31,1,0.0,0.683115,0.066259,0.03571,Health Care,Health Care Supplies,4,0.0,2.729191,0.178198,0.260086
344,COO,Year 3,2015-10-31,1,0.0,0.712543,0.069589,0.051459,Health Care,Health Care Supplies,4,0.0,2.729191,0.178198,0.260086
345,COO,Year 4,2016-10-31,1,0.0,0.722798,0.065411,0.06079,Health Care,Health Care Supplies,4,0.0,2.729191,0.178198,0.260086
346,COST,Year 1,2013-09-01,105,91.0,10.104,,,Consumer Staples,Hypermarkets & Super Centers,451,392.0,44.516,0.0,0.0
347,COST,Year 2,2014-08-31,112,98.0,10.899,,,Consumer Staples,Hypermarkets & Super Centers,451,392.0,44.516,0.0,0.0
348,COST,Year 3,2015-08-30,116,101.0,11.445,,,Consumer Staples,Hypermarkets & Super Centers,451,392.0,44.516,0.0,0.0
349,COST,Year 4,2016-08-28,118,102.0,12.068,,,Consumer Staples,Hypermarkets & Super Centers,451,392.0,44.516,0.0,0.0
350,COTY,Year 1,2003-06-30,0,0.0,0.00241,6.5e-05,,Consumer Staples,Personal Products,0,0.0,0.047562,0.000163,9.499999999999999e-05
351,COTY,Year 2,2004-06-30,0,0.0,0.00394,3e-05,0.000163,Consumer Staples,Personal Products,0,0.0,0.047562,0.000163,9.499999999999999e-05
352,COTY,Year 3,2006-02-28,0,0.0,0.015359,,,Consumer Staples,Personal Products,0,0.0,0.047562,0.000163,9.499999999999999e-05
353,COTY,Year 4,2007-02-28,0,0.0,0.025853,,,Consumer Staples,Personal Products,0,0.0,0.047562,0.000163,9.499999999999999e-05
354,CPB,Year 1,2013-07-28,8,5.0,1.653,0.128,,Consumer Staples,Packaged Foods & Meats,31,20.0,6.354,0.0,0.491
355,CPB,Year 2,2014-08-03,8,5.0,1.527,0.122,,Consumer Staples,Packaged Foods & Meats,31,20.0,6.354,0.0,0.491
356,CPB,Year 3,2015-08-02,8,5.0,1.509,0.117,,Consumer Staples,Packaged Foods & Meats,31,20.0,6.354,0.0,0.491
357,CPB,Year 4,2016-07-31,7,5.0,1.665,0.124,,Consumer Staples,Packaged Foods & Meats,31,20.0,6.354,0.0,0.491
358,CRM,Year 1,2013-01-31,3,0.0,2.047847,0.429479,,Information Technology,Internet Software & Services,18,2.0,12.201175,0.0,2.792494
359,CRM,Year 2,2014-01-31,4,0.0,2.764851,0.623798,,Information Technology,Internet Software & Services,18,2.0,12.201175,0.0,2.792494
360,CRM,Year 3,2015-01-31,5,1.0,3.437032,0.792917,,Information Technology,Internet Software & Services,18,2.0,12.201175,0.0,2.792494
361,CRM,Year 4,2016-01-31,6,1.0,3.951445,0.9463,,Information Technology,Internet Software & Services,18,2.0,12.201175,0.0,2.792494
362,CSCO,Year 1,2013-07-27,48,19.0,11.802,5.942,0.395,Information Technology,Networking Equipment,193,75.0,46.533,1.332,24.739
363,CSCO,Year 2,2014-07-26,47,19.0,11.437,6.294,0.275,Information Technology,Networking Equipment,193,75.0,46.533,1.332,24.739
364,CSCO,Year 3,2015-07-25,49,19.0,11.861,6.207,0.359,Information Technology,Networking Equipment,193,75.0,46.533,1.332,24.739
365,CSCO,Year 4,2016-07-30,49,18.0,11.433,6.296,0.303,Information Technology,Networking Equipment,193,75.0,46.533,1.332,24.739
366,CSRA,Year 1,2015-04-03,4,3.0,0.194207,,0.137058,Information Technology,IT Consulting & Other Services,8,6.0,0.381451,0.31930000000000003,0.0
367,CSRA,Year 2,2016-04-01,4,3.0,0.187244,,0.182242,Information Technology,IT Consulting & Other Services,8,6.0,0.381451,0.31930000000000003,0.0
368,DFS,Year 3,2014-12-31,9,0.0,3.34,,1.443,Financials,Consumer Finance,36,0.0,13.201,4.889,0.0
369,DFS,Year 1,2012-11-30,8,0.0,3.052,,0.848,Financials,Consumer Finance,36,0.0,13.201,4.889,0.0
370,DFS,Year 2,2013-12-31,9,0.0,3.194,,1.086,Financials,Consumer Finance,36,0.0,13.201,4.889,0.0
371,DFS,Year 4,2015-12-31,10,0.0,3.615,,1.512,Financials,Consumer Finance,36,0.0,13.201,4.889,0.0
372,CSX,Year 1,2013-12-31,12,3.0,3.518,,1.104,Industrials,Railroads,46,12.0,14.646,4.764,0.0
373,CSX,Year 2,2014-12-26,12,4.0,3.805,,1.151,Industrials,Railroads,46,12.0,14.646,4.764,0.0
374,CSX,Year 3,2015-12-25,11,3.0,3.726,,1.208,Industrials,Railroads,46,12.0,14.646,4.764,0.0
375,CSX,Year 4,2016-12-30,11,2.0,3.597,,1.301,Industrials,Railroads,46,12.0,14.646,4.764,0.0
376,CTAS,Year 1,2013-05-31,4,2.0,1.187331,,,Industrials,Diversified Support Services,16,8.0,4.907422,0.0,0.0
377,CTAS,Year 2,2014-05-31,4,2.0,1.147039,,,Industrials,Diversified Support Services,16,8.0,4.907422,0.0,0.0
378,CTAS,Year 3,2015-05-31,4,2.0,1.22493,,,Industrials,Diversified Support Services,16,8.0,4.907422,0.0,0.0
379,CTAS,Year 4,2016-05-31,4,2.0,1.348122,,,Industrials,Diversified Support Services,16,8.0,4.907422,0.0,0.0
380,CTL,Year 1,2012-12-31,18,7.0,3.244,,4.78,Telecommunications Services,Integrated Telecommunications Services,71,28.0,13.421,17.938000000000002,0.0
381,CTL,Year 2,2013-12-31,18,7.0,3.502,,4.541,Telecommunications Services,Integrated Telecommunications Services,71,28.0,13.421,17.938000000000002,0.0
382,CTL,Year 3,2014-12-31,18,7.0,3.347,,4.428,Telecommunications Services,Integrated Telecommunications Services,71,28.0,13.421,17.938000000000002,0.0
383,CTL,Year 4,2015-12-31,17,7.0,3.328,,4.189,Telecommunications Services,Integrated Telecommunications Services,71,28.0,13.421,17.938000000000002,0.0
384,CTSH,Year 1,2012-12-31,7,4.0,1.557646,,0.149089,Information Technology,IT Consulting & Other Services,37,22.0,7.830845999999999,0.846189,0.0
385,CTSH,Year 2,2013-12-31,8,5.0,1.7276,,0.1722,Information Technology,IT Consulting & Other Services,37,22.0,7.830845999999999,0.846189,0.0
386,CTSH,Year 3,2014-12-31,10,6.0,2.037,,0.1997,Information Technology,IT Consulting & Other Services,37,22.0,7.830845999999999,0.846189,0.0
387,CTSH,Year 4,2015-12-31,12,7.0,2.5086,,0.3252,Information Technology,IT Consulting & Other Services,37,22.0,7.830845999999999,0.846189,0.0
388,CTXS,Year 1,2013-12-31,2,0.0,1.476916,0.516338,0.041668,Information Technology,Internet Software & Services,11,0.0,6.235136,0.152013,2.123395
389,CTXS,Year 2,2014-12-31,3,0.0,1.600187,0.553817,0.039577,Information Technology,Internet Software & Services,11,0.0,6.235136,0.152013,2.123395
390,CTXS,Year 3,2015-12-31,3,0.0,1.538027,0.563975,0.041595,Information Technology,Internet Software & Services,11,0.0,6.235136,0.152013,2.123395
391,CTXS,Year 4,2016-12-31,3,0.0,1.620006,0.489265,0.029173,Information Technology,Internet Software & Services,11,0.0,6.235136,0.152013,2.123395
392,CVS,Year 1,2013-12-31,126,102.0,,,,Consumer Staples,Drug Retail,595,490.0,0.0,0.0,0.0
393,CVS,Year 2,2014-12-31,139,114.0,,,,Consumer Staples,Drug Retail,595,490.0,0.0,0.0,0.0
394,CVS,Year 3,2015-12-31,153,126.0,,,,Consumer Staples,Drug Retail,595,490.0,0.0,0.0,0.0
395,CVS,Year 4,2016-12-31,177,148.0,,,,Consumer Staples,Drug Retail,595,490.0,0.0,0.0,0.0
396,CVX,Year 1,2012-12-31,230,163.0,17.1,,13.413,Energy,Integrated Oil & Gas,779,558.0,68.18,65.429,0.0
397,CVX,Year 2,2013-12-31,220,159.0,17.573,,14.186,Energy,Integrated Oil & Gas,779,558.0,68.18,65.429,0.0
398,CVX,Year 3,2014-12-31,200,144.0,17.034,,16.793,Energy,Integrated Oil & Gas,779,558.0,68.18,65.429,0.0
